chr start_position(hg38) RY1 RY2 RY3 RY4 WS1 WS2 WS3 WS4
4 87614974 817 343 813 347 671 489 491 669
4 87614976 345 815 347 813 621 539 533 627
4 87614977 817 343 813 347 627 533 553 607
4 87614979 345 815 347 813 558 602 602 558
4 87614980 813 347 815 345 691 469 455 705
4 87614982 345 815 345 815 567 593 565 595
4 87614983 815 345 817 343 695 465 485 675
4 87614985 343 817 345 815 629 531 537 623
4 87614986 815 345 813 347 639 521 551 609
4 87614988 345 815 347 813 569 591 599 561
4 87614989 815 345 813 347 686 474 462 698
4 87614991 343 817 341 819 566 594 584 576
4 87614992 817 343 817 343 680 480 482 678
4 87614994 345 815 345 815 625 535 539 621
4 87614995 815 345 815 345 637 523 529 631
4 87614997 347 813 345 815 566 594 584 576
4 87614998 815 345 815 345 667 493 463 697
4 87615000 345 815 345 815 564 596 582 578
4 87615001 813 347 819 341 682 478 484 676
4 87615003 345 815 345 815 634 526 524 636
4 87615004 815 345 813 347 624 536 548 612
4 87615006 345 815 345 815 571 589 627 533
4 87615007 813 347 815 345 690 470 442 718
4 87615009 347 813 345 815 579 581 601 559
4 87615010 815 345 815 345 683 477 475 685
4 87615012 347 813 345 815 617 543 531 629
4 87615013 815 345 815 345 633 527 549 611
4 87615015 345 815 341 819 557 603 617 543
4 87615016 813 347 815 345 684 476 430 730
4 87615018 347 813 343 817 573 587 563 597
4 87615019 813 347 817 343 676 484 486 674
4 87615021 345 815 345 815 628 532 534 626
4 87615022 817 343 813 347 636 524 534 626
4 87615024 343 817 345 815 567 593 619 541
4 87615025 817 343 815 345 690 470 454 706
4 87615027 347 813 345 815 584 576 572 588
4 87615028 815 345 815 345 674 486 494 666
4 87615030 345 815 345 815 646 514 536 624
4 87615031 813 347 817 343 628 532 548 612
4 87615033 345 815 345 815 552 608 614 546
4 87615034 817 343 817 343 693 467 449 711
4 87615036 345 815 347 813 554 606 582 578
4 87615037 815 345 813 347 695 465 491 669
4 87615039 347 813 343 817 636 524 548 612
4 87615040 813 347 815 345 630 530 534 626
4 87615042 343 817 347 813 537 623 597 563
4 87615043 815 345 815 345 694 466 448 712
4 87615045 345 815 343 817 570 590 588 572
4 87615046 813 347 813 347 698 462 480 680
4 87615048 343 817 343 817 635 525 537 623
4 87615049 817 343 819 341 629 531 537 623
4 87615051 345 815 347 813 565 595 597 563
4 87615052 813 347 815 345 682 478 456 704
4 87615054 345 815 343 817 579 581 593 567
4 87615055 817 343 815 345 657 503 485 675
4 87615057 343 817 347 813 633 527 543 617
4 87615058 821 339 813 347 641 519 533 627
4 87615060 345 815 347 813 560 600 594 566
4 87615061 813 347 813 347 673 487 461 699
4 87615063 345 815 347 813 563 597 595 565
4 87615064 817 343 813 347 681 479 483 677
4 87615066 343 817 347 813 634 526 528 632
4 87615067 815 345 815 345 646 514 538 622
4 87615069 347 813 343 817 558 602 596 564
4 87615070 815 345 815 345 677 483 461 699
4 87615072 345 815 347 813 577 583 583 577
4 87615073 815 345 817 343 683 477 473 687
4 87615075 345 815 347 813 619 541 535 625
4 87615076 817 343 813 347 645 515 535 625
4 87615078 345 815 345 815 564 596 590 570
4 87615079 815 345 813 347 683 477 449 711
4 87615081 343 817 343 817 560 600 594 566
4 87615082 815 345 817 343 678 482 492 668
4 87615084 347 813 345 815 642 518 534 626
4 87615085 813 347 815 345 626 534 548 612
4 87615087 345 815 347 813 552 608 604 556
4 87615088 813 347 815 345 685 475 463 697
4 87615090 343 817 347 813 570 590 594 566
4 87615091 815 345 813 347 684 476 480 680
4 87615093 347 813 345 815 641 519 539 621
4 87615094 813 347 815 345 631 529 535 625
4 87615096 347 813 347 813 549 611 613 547
4 87615097 813 347 817 343 686 474 440 720
4 87615099 347 813 345 815 571 589 573 587
4 87615100 815 345 813 347 669 491 495 665
4 87615102 343 817 347 813 637 523 535 625
4 87615103 817 343 815 345 635 525 545 615
4 87615105 345 815 345 815 570 590 618 542
4 87615106 815 345 815 345 687 473 449 711
4 87615108 345 815 345 815 570 590 586 574
4 87615109 815 345 815 345 682 478 482 678
4 87615111 343 817 341 819 637 523 543 617
4 87615112 815 345 815 345 619 541 539 621
4 87615114 345 815 347 813 550 610 624 536
4 87615115 815 345 815 345 705 455 419 741
4 87615117 347 813 343 817 574 586 568 592
4 87615118 813 347 813 347 667 493 487 673
4 87615120 347 813 343 817 642 518 538 622
4 87615121 813 347 817 343 633 527 553 607
4 87615123 347 813 347 813 558 602 624 536
4 87615124 813 347 813 347 693 467 449 711
4 87615126 347 813 345 815 577 583 583 577
4 87615127 813 347 817 343 668 492 480 680
4 87615129 343 817 341 819 627 533 537 623
4 87615130 817 343 815 345 622 538 538 622
4 87615132 347 813 345 815 553 607 615 545
4 87615133 815 345 813 347 698 462 450 710
4 87615135 343 817 347 813 560 600 568 592
4 87615136 813 347 819 341 679 481 489 671
4 87615138 345 815 343 817 637 523 535 625
4 87615139 819 341 815 345 644 516 566 594
4 87615141 347 813 345 815 555 605 627 533
4 87615142 815 345 817 343 704 456 448 712
4 87615144 343 817 347 813 580 580 580 580
4 87615145 813 347 813 347 667 493 497 663
4 87615147 347 813 345 815 632 528 510 650
4 87615148 815 345 815 345 627 533 555 605
4 87615150 343 817 347 813 541 619 617 543
4 87615151 815 345 815 345 704 456 442 718
4 87615153 345 815 345 815 548 612 562 598
4 87615154 817 343 813 347 691 469 491 669
4 87615156 343 817 343 817 621 539 545 615
4 87615157 813 347 815 345 648 512 548 612
4 87615159 347 813 345 815 557 603 629 531
4 87615160 815 345 817 343 706 454 428 732
4 87615162 345 815 343 817 558 602 582 578
4 87615163 813 347 817 343 671 489 501 659
4 87615165 347 813 345 815 636 524 518 642
4 87615166 815 345 813 347 625 535 551 609
4 87615168 343 817 345 815 546 614 632 528
4 87615169 819 341 813 347 703 457 435 725
4 87615171 347 813 345 815 573 587 567 593
4 87615172 817 343 815 345 680 480 476 684
4 87615174 345 815 347 813 642 518 518 642
4 87615175 813 347 813 347 623 537 553 607
4 87615177 345 815 345 815 552 608 620 540
4 87615178 815 345 813 347 691 469 437 723
4 87615180 345 815 345 815 572 588 574 586
4 87615181 813 347 817 343 657 503 489 671
4 87615183 343 817 345 815 610 550 514 646
4 87615184 815 345 817 343 633 527 559 601
4 87615186 347 813 345 815 550 610 628 532
4 87615187 815 345 813 347 707 453 439 721
4 87615189 343 817 347 813 574 586 588 572
4 87615190 813 347 817 343 671 489 481 679
4 87615192 345 815 343 817 643 517 513 647
4 87615193 819 341 815 345 626 534 548 612
4 87615195 345 815 347 813 553 607 637 523
4 87615196 813 347 813 347 684 476 440 720
4 87615198 347 813 343 817 574 586 572 588
4 87615199 813 347 815 345 679 481 493 667
4 87615201 346 814 346 814 623 537 527 633
4 87615202 818 342 816 344 634 526 554 606
4 87615204 346 814 348 812 547 613 639 521
4 87615205 814 346 814 346 702 458 424 736
4 87615207 346 814 344 816 573 587 583 577
4 87615208 812 348 814 346 666 494 490 670
4 87615210 348 812 346 814 637 523 537 623
4 87615211 814 346 816 344 622 538 532 628
4 87615213 348 812 340 820 555 605 645 515
4 87615214 814 346 814 346 702 458 436 724
4 87615216 344 816 344 816 580 580 580 580
4 87615217 814 346 816 344 667 493 475 685
4 87615219 346 814 348 812 636 524 532 628
4 87615220 814 346 814 346 615 545 549 611
4 87615222 342 818 348 812 557 603 631 529
4 87615223 818 342 814 346 691 469 441 719
4 87615225 344 816 346 814 578 582 590 570
4 87615226 818 342 812 348 678 482 486 674
4 87615228 342 818 348 812 639 521 523 637
4 87615229 814 346 816 344 626 534 552 608
4 87615231 348 812 344 816 543 617 631 529
4 87615232 816 344 812 348 717 443 427 733
4 87615234 344 816 344 816 564 596 580 580
4 87615235 814 346 816 344 684 476 490 670
4 87615237 343 817 343 817 633 527 527 633
4 87615238 817 343 815 345 634 526 540 620
4 87615240 347 813 347 813 543 617 639 521
4 87615241 815 345 815 345 707 453 419 741
4 87615243 339 821 343 817 584 576 594 566
4 87615244 817 343 813 347 659 501 483 677
4 87615246 345 815 345 815 638 522 524 636
4 87615247 817 343 815 345 625 535 551 609
4 87615249 345 815 345 815 537 623 621 539
4 87615250 815 345 815 345 697 463 441 719
4 87615252 347 813 347 813 582 578 578 582
4 87615253 813 347 817 343 672 488 494 666
4 87615255 345 815 347 813 611 549 535 625
4 87615256 819 341 813 347 636 524 558 602
4 87615258 345 815 347 813 525 635 647 513
4 87615259 813 347 813 347 709 451 429 731
4 87615261 347 813 347 813 574 586 580 580
4 87615262 813 347 813 347 684 476 476 684
4 87615264 343 817 345 815 640 520 524 636
4 87615265 819 341 813 347 625 535 545 615
4 87615267 347 813 345 815 541 619 637 523
4 87615268 813 347 815 345 693 467 425 735
4 87615270 343 817 345 815 572 588 584 576
4 87615271 813 347 815 345 686 474 484 676
4 87615273 347 813 345 815 625 535 529 631
4 87615274 815 345 815 345 618 542 552 608
4 87615276 347 813 347 813 563 597 631 529
4 87615277 813 347 815 345 715 445 439 721
4 87615279 345 815 343 817 573 587 571 589
4 87615280 819 341 817 343 689 471 495 665
4 87615282 347 813 343 817 637 523 535 625
4 87615283 813 347 815 345 612 548 546 614
4 87615285 345 815 345 815 537 623 641 519
4 87615286 813 347 819 341 703 457 413 747
4 87615288 343 817 345 815 569 591 575 585
4 87615289 816 344 814 346 676 484 484 676
4 87615291 347 813 351 809 638 522 508 652
4 87615292 813 347 811 349 620 540 556 604
4 87615294 343 817 345 815 540 620 656 504
4 87615295 813 347 815 345 702 458 436 724
4 87615297 349 811 347 813 567 593 581 579
4 87615298 815 345 817 343 694 466 484 676
4 87615300 347 813 349 811 619 541 529 631
4 87615301 811 349 813 347 613 547 555 605
4 87615303 345 815 345 815 554 606 638 522
4 87615304 811 349 813 347 705 455 429 731
4 87615306 346 814 346 814 572 588 570 590
4 87615307 816 344 816 344 677 483 493 667
4 87615309 346 814 350 810 637 523 527 633
4 87615310 820 340 812 348 617 543 553 607
4 87615312 342 818 344 816 537 623 635 525
4 87615313 814 346 810 350 715 445 441 719
4 87615315 346 814 348 812 546 614 582 578
4 87615316 815 345 811 349 696 464 496 664
4 87615321 344 816 348 812 542 618 644 516
4 87615322 814 346 808 352 702 458 436 724
4 87615324 342 818 354 806 565 595 573 587
4 87615325 817 343 809 351 696 464 472 688
4 87615328 816 344 810 350 624 536 550 610
4 87615330 340 820 348 812 552 608 630 530
4 87615331 820 340 806 354 700 460 432 728
4 87615333 338 822 352 808 559 601 591 569
4 87615334 816 344 812 348 669 491 499 661
4 87615336 348 812 354 806 647 513 515 645
4 87615337 816 344 812 348 632 528 554 606
4 87615339 340 820 348 812 550 610 634 526
4 87615340 816 344 808 352 702 458 446 714
4 87615342 346 814 350 810 574 586 578 582
4 87615343 820 340 808 352 681 479 495 665
4 87615345 348 812 356 804 620 540 528 632
4 87615346 816 344 808 352 630 530 550 610
4 87615348 345 815 347 813 540 620 638 522
4 87615349 817 343 805 355 710 450 436 724
4 87615351 341 819 351 809 557 603 575 585
4 87615352 817 343 807 353 689 471 497 663
4 87615354 345 815 355 805 641 519 531 629
4 87615358 817 343 807 353 703 457 435 725
4 87615360 345 815 351 809 573 587 591 569
4 87615361 813 347 807 353 680 480 494 666
4 87615363 347 813 355 805 646 514 516 644
4 87615366 347 813 349 811 526 634 616 544
4 87615367 823 337 809 351 710 450 446 714
4 87615369 347 813 355 805 549 611 589 571
4 87615373 816 344 810 350 599 561 557 603
4 87615375 344 816 348 812 546 614 634 526
4 87615376 812 348 806 354 703 457 435 725
4 87615382 812 348 808 352 611 549 543 617
4 87615384 350 810 348 812 532 628 642 518
4 87615387 346 814 350 810 555 605 591 569
4 87615390 347 813 355 805 651 509 513 647
4 87615393 344 816 346 814 539 621 639 521
4 87615394 812 348 808 352 716 444 450 710
4 87615397 819 341 803 357 686 474 494 666
4 87615403 813 347 807 353 708 452 424 736
4 87615405 347 813 359 801 567 593 597 563
4 87615406 812 348 804 356 686 474 488 672
4 87615411 351 809 347 813 541 619 629 531
4 87615412 821 339 809 351 698 462 452 708
4 87615414 344 816 348 812 557 603 605 555
4 87615415 812 348 804 356 692 468 498 662
4 87615420 346 814 352 808 533 627 639 521
4 87615429 347 813 355 805 550 610 644 516
4 87615430 815 345 805 355 699 461 423 737
4 87615433 813 347 805 355 684 476 494 666
4 87615435 344 816 366 794 636 524 518 642
4 87615438 347 813 359 801 542 618 616 544
4 87615441 347 813 369 791 560 600 594 566
4 87615442 821 339 797 363 693 467 507 653
4 87615448 813 347 793 367 699 461 451 709
4 87615450 345 815 365 795 550 610 588 572
4 87615451 817 343 797 363 692 468 498 662
4 87615456 339 821 369 791 541 619 643 517
4 87615459 348 812 364 796 562 598 592 568
4 87615474 344 816 370 790 544 616 634 526
4 87615477 348 812 370 790 562 598 588 572
4 87615478 814 346 788 372 689 471 491 669
4 87615493 814 346 780 380 705 455 449 711
5 3445701 388 772 346 814 676 484 462 698
5 3445710 384 776 348 812 686 474 466 694
5 3445713 382 778 342 818 659 501 465 695
5 3445716 378 782 338 822 668 492 472 688
5 3445719 386 774 344 816 675 485 465 695
5 3445725 372 788 348 812 669 491 487 673
5 3445728 374 786 344 816 678 482 468 692
5 3445734 370 790 344 816 686 474 482 678
5 3445737 368 792 342 818 687 473 477 683
5 3445743 368 792 344 816 684 476 464 696
5 3445744 787 373 815 345 395 765 805 355
5 3445746 368 792 346 814 679 481 485 675
5 3445747 784 376 824 336 412 748 794 366
5 3445749 367 793 347 813 685 475 481 679
5 3445752 363 797 341 819 701 459 481 679
5 3445753 780 380 820 340 383 777 793 367
5 3445755 356 804 340 820 687 473 493 667
5 3445756 780 380 820 340 389 771 787 373
5 3445758 361 799 347 813 671 489 471 689
5 3445759 785 375 817 343 372 788 812 348
5 3445761 362 798 342 818 692 468 486 674
5 3445762 782 378 812 348 377 783 787 373
5 3445764 357 803 341 819 697 463 485 675
5 3445765 795 365 813 347 399 761 783 377
5 3445768 794 366 814 346 365 795 797 363
5 3445770 358 802 346 814 685 475 497 663
5 3445785 345 815 357 803 703 457 471 689
5 3445788 337 823 355 805 686 474 476 684
5 3445789 820 340 796 364 355 805 789 371
5 3445791 347 813 357 803 706 454 482 678
5 3445794 346 814 356 804 683 477 491 669
5 3445797 341 819 353 807 691 469 481 679
5 3445798 816 344 802 358 359 801 775 385
5 3445800 345 815 363 797 682 478 486 674
5 3445803 348 812 358 802 669 491 485 675
5 3445804 821 339 791 369 370 790 766 394
5 3445806 337 823 365 795 688 472 486 674
5 3445809 342 818 362 798 694 466 466 694
5 3445810 822 338 782 378 374 786 790 370
5 3445812 338 822 364 796 683 477 481 679
5 3445813 824 336 800 360 347 813 779 381
5 3445815 341 819 363 797 688 472 484 676
5 3445816 819 341 789 371 373 787 753 407
5 3445824 347 813 375 785 669 491 467 693
5 3445825 818 342 792 368 378 782 760 400
5 3445827 344 816 366 794 674 486 490 670
5 3445830 347 813 369 791 687 473 503 657
5 3445831 819 341 795 365 370 790 772 388
5 3445833 344 816 374 786 686 474 484 676
5 3445836 346 814 368 792 678 482 474 686
5 3445845 348 812 376 784 661 499 489 671
5 3445848 348 812 374 786 695 465 487 673
5 3445854 344 816 380 780 664 496 486 674
5 3445870 813 347 775 385 388 772 758 402
8 142255275 793 367 813 347 751 409 409 751
12 109634138 369 791 347 813 441 719 751 409
12 109634141 372 788 342 818 435 725 729 431
12 109634143 776 384 812 348 770 390 370 790
12 109634144 371 789 341 819 456 704 714 446
12 109634147 377 783 347 813 450 710 740 420
12 109634156 368 792 340 820 431 729 743 417
12 109634174 359 801 345 815 428 732 718 442
12 109634186 363 797 347 813 430 730 742 418
12 109634201 354 806 348 812 442 718 762 398
12 109634246 359 801 347 813 431 729 735 425
12 109634248 793 367 821 339 782 378 342 818
12 109634249 359 801 347 813 448 712 736 424
12 109634251 791 369 817 343 780 380 358 802
12 109634254 794 366 826 334 785 375 365 795
12 109634255 352 808 334 826 426 734 738 422
12 109634257 794 366 818 342 790 370 348 812
12 109634258 358 802 338 822 438 722 736 424
12 109634260 786 374 818 342 776 384 356 804
12 109634261 360 800 336 824 422 738 740 420
12 109634263 792 368 822 338 775 385 357 803
12 109634264 360 800 330 830 451 709 735 425
12 109634266 788 372 814 346 783 377 365 795
12 109634267 358 802 336 824 422 738 728 432
12 109634269 786 374 812 348 785 375 355 805
12 109634270 365 795 339 821 429 731 737 423
12 109634272 789 371 819 341 780 380 366 794
12 109634273 362 798 340 820 429 731 737 423
12 109634276 358 802 334 826 430 730 748 412
12 109634279 364 796 344 816 455 705 731 429
12 109634282 360 800 334 826 438 722 746 414
12 109634284 795 365 815 345 786 374 348 812
12 109634285 360 800 342 818 436 724 724 436
12 109634287 803 357 815 345 784 376 362 798
12 109634288 360 800 338 822 429 731 729 431
12 109634291 352 808 338 822 415 745 731 429
12 109634294 351 809 343 817 437 723 745 415
12 109634296 806 354 814 346 770 390 364 796
12 109634297 356 804 348 812 458 702 726 434
12 109634299 812 348 818 342 792 368 358 802
12 109634300 350 810 344 816 434 726 732 428
12 109634302 812 348 816 344 804 356 344 816
12 109634303 350 810 338 822 443 717 735 425
12 109634305 808 352 816 344 795 365 365 795
12 109634306 349 811 345 815 426 734 730 430
12 109634308 809 351 813 347 800 360 358 802
12 109634309 339 821 341 819 412 748 732 428
12 109634311 817 343 813 347 800 360 370 790
12 109634312 343 817 341 819 436 724 738 422
12 109634314 810 350 818 342 802 358 352 808
12 109634315 344 816 342 818 420 740 750 410
12 109634317 812 348 810 350 802 358 356 804
12 109634318 342 818 338 822 420 740 738 422
12 109634320 812 348 810 350 802 358 354 806
12 109634321 342 818 344 816 421 739 733 427
12 109634323 810 350 816 344 797 363 363 797
12 109634324 340 820 344 816 449 711 739 421
12 109634326 816 344 814 346 795 365 355 805
12 109634327 344 816 340 820 413 747 743 417
12 109634329 810 350 814 346 800 360 344 816
12 109634330 340 820 336 824 418 742 732 428
12 109634332 810 350 812 348 824 336 366 794
12 109634333 346 814 348 812 434 726 734 426
12 109634335 814 346 816 344 792 368 354 806
12 109634336 338 822 340 820 430 730 734 426
12 109634338 810 350 816 344 798 362 350 810
12 109634339 340 820 344 816 427 733 731 429
12 109634342 348 812 342 818 423 737 749 411
12 109634344 812 348 808 352 791 369 363 797
12 109634345 336 824 338 822 420 740 742 418
12 109634347 816 344 808 352 806 354 360 800
12 109634348 344 816 344 816 436 724 730 430
12 109634350 808 352 812 348 798 362 362 798
12 109634351 342 818 346 814 435 725 733 427
12 109634353 812 348 812 348 783 377 353 807
12 109634354 344 816 342 818 431 729 737 423
12 109634356 812 348 810 350 809 351 345 815
12 109634357 338 822 340 820 427 733 745 415
12 109634359 812 348 810 350 799 361 373 787
12 109634360 346 814 350 810 437 723 729 431
12 109634362 814 346 814 346 782 378 360 800
12 109634363 338 822 338 822 432 728 742 418
12 109634365 814 346 810 350 806 354 346 814
12 109634366 338 822 342 818 431 729 739 421
12 109634369 344 816 342 818 422 738 750 410
12 109634372 340 820 340 820 422 738 722 438
12 109634374 816 344 814 346 808 352 360 800
12 109634375 344 816 342 818 420 740 734 426
12 109634377 814 346 812 348 796 364 358 802
12 109634378 340 820 342 818 409 751 731 429
12 109634380 814 346 810 350 782 378 362 798
12 109634381 342 818 342 818 435 725 737 423
12 109634383 812 348 814 346 803 357 343 817
12 109634384 340 820 340 820 423 737 729 431
12 109634386 812 348 812 348 811 349 365 795
12 109634387 350 810 344 816 433 727 733 427
12 109634389 810 350 814 346 809 351 365 795
12 109634390 340 820 340 820 433 727 739 421
12 109634392 814 346 812 348 811 349 347 813
12 109634393 342 818 342 818 424 736 734 426
12 109634395 816 344 812 348 791 369 365 795
12 109634396 342 818 342 818 421 739 727 433
12 109634398 809 351 809 351 792 368 348 812
12 109634399 343 817 339 821 414 746 740 420
12 109634402 347 813 347 813 444 716 724 436
12 109634404 813 347 809 351 807 353 351 809
12 109634405 341 819 347 813 429 731 743 417
12 109634407 815 345 811 349 794 366 346 814
12 109634408 333 827 343 817 409 751 745 415
12 109634411 345 815 341 819 433 727 733 427
12 109634413 813 347 809 351 807 353 373 787
12 109634414 351 809 347 813 421 739 731 429
12 109634417 337 823 341 819 417 743 739 421
12 109634419 815 345 815 345 795 365 361 799
12 109634420 341 819 343 817 441 719 729 431
12 109634423 341 819 345 815 408 752 746 414
12 109634425 813 347 813 347 807 353 359 801
12 109634426 343 817 339 821 415 745 731 429
12 109634429 341 819 343 817 431 729 717 443
12 109634431 809 351 813 347 805 355 365 795
12 109634432 341 819 349 811 429 731 741 419
12 109634435 341 819 339 821 409 751 731 429
12 109634437 813 347 809 351 810 350 346 814
12 109634438 341 819 343 817 419 741 731 429
12 109634441 345 815 345 815 426 734 738 422
12 109634443 813 347 811 349 789 371 369 791
12 109634444 339 821 337 823 427 733 729 431
12 109634446 813 347 815 345 821 339 337 823
12 109634447 345 815 345 815 436 724 746 414
12 109634450 349 811 341 819 416 744 736 424
12 109634452 813 347 813 347 798 362 366 794
12 109634453 337 823 343 817 418 742 718 442
12 109634455 811 349 809 351 824 336 364 796
12 109634456 341 819 341 819 440 720 730 430
12 109634459 345 815 343 817 425 735 719 441
12 109634462 341 819 345 815 423 737 739 421
12 109634464 809 351 811 349 813 347 355 805
12 109634465 341 819 339 821 418 742 740 420
12 109634468 351 809 345 815 438 722 728 432
12 109634470 807 353 813 347 806 354 354 806
12 109634471 343 817 341 819 422 738 740 420
12 109634473 813 347 811 349 806 354 366 794
12 109634474 337 823 345 815 427 733 721 439
12 109634477 343 817 349 811 435 725 737 423
12 109634480 339 821 337 823 422 738 732 428
12 109634482 813 347 811 349 814 346 358 802
12 109634483 345 815 341 819 423 737 719 441
12 109634485 811 349 813 347 798 362 372 788
12 109634486 341 819 343 817 434 726 740 420
12 109634488 811 349 813 347 806 354 352 808
12 109634489 341 819 345 815 413 747 739 421
12 109634491 813 347 811 349 803 357 355 805
12 109634492 343 817 343 817 425 735 735 425
12 109634495 341 819 339 821 425 735 733 427
12 109634497 812 348 808 352 807 353 359 801
12 109634498 342 818 344 816 436 724 730 430
12 109634500 813 347 809 351 798 362 354 806
12 109634501 343 817 343 817 429 731 739 421
12 109634503 815 345 807 353 799 361 367 793
12 109634504 347 813 349 811 435 725 729 431
12 109634506 810 350 810 350 789 371 347 813
12 109634507 334 826 338 822 417 743 727 433
12 109634510 340 820 340 820 428 732 728 432
12 109634513 350 810 348 812 442 718 736 424
12 109634515 810 350 808 352 776 384 346 814
12 109634516 344 816 346 814 433 727 713 447
12 109634518 814 346 806 354 805 355 361 799
12 109634519 342 818 346 814 429 731 739 421
12 109634521 812 348 810 350 807 353 343 817
12 109634522 342 818 346 814 420 740 744 416
12 109634524 812 348 808 352 784 376 364 796
12 109634525 338 822 342 818 420 740 740 420
12 109634527 814 346 810 350 804 356 386 774
12 109634528 346 814 340 820 448 712 726 434
12 109634530 814 346 808 352 796 364 374 786
12 109634531 348 812 346 814 431 729 719 441
12 109634533 814 346 810 350 821 339 379 781
12 109634534 340 820 340 820 413 747 737 423
12 109634536 812 348 808 352 812 348 340 820
12 109634537 338 822 344 816 416 744 724 436
12 109634539 812 348 812 348 778 382 350 810
12 109634540 340 820 346 814 438 722 736 424
12 109634542 812 348 812 348 798 362 370 790
12 109634543 342 818 342 818 434 726 744 416
12 109634546 344 816 346 814 434 726 724 436
12 109634548 810 350 812 348 785 375 377 783
12 109634549 350 810 348 812 438 722 732 428
12 109634551 810 350 814 346 813 347 361 799
12 109634552 332 828 338 822 413 747 737 423
12 109634555 339 821 341 819 428 732 722 438
12 109634558 346 814 348 812 427 733 723 437
12 109634561 342 818 348 812 438 722 732 428
12 109634564 338 822 342 818 418 742 736 424
12 109634567 342 818 350 810 437 723 729 431
12 109634570 341 819 347 813 430 730 730 430
12 109634573 343 817 349 811 432 728 746 414
12 109634576 345 815 353 807 421 739 697 463
12 109634578 813 347 795 365 821 339 385 775
12 109634579 341 819 345 815 427 733 731 429
12 109634582 343 817 349 811 432 728 722 438
12 109634584 817 343 791 369 789 371 379 781
12 109634585 340 820 358 802 440 720 710 450
12 109634587 814 346 788 372 788 372 372 788
12 109634588 340 820 356 804 426 734 732 428
12 109634590 818 342 784 376 801 359 377 783
12 109634591 340 820 350 810 420 740 720 440
12 109634593 818 342 782 378 802 358 392 768
12 109634594 342 818 358 802 432 728 720 440
12 109634596 814 346 778 382 802 358 384 776
12 109634597 342 818 356 804 414 746 736 424
12 109634599 816 344 780 380 823 337 383 777
12 109634600 340 820 360 800 431 729 719 441
12 109634602 820 340 782 378 798 362 380 780
12 109634603 340 820 370 790 439 721 733 427
12 109634605 818 342 780 380 789 371 393 767
12 109634606 334 826 358 802 425 735 743 417
12 109634608 818 342 780 380 803 357 395 765
12 109634609 336 824 354 806 435 725 727 433
12 109634611 814 346 778 382 803 357 401 759
12 109634612 338 822 356 804 436 724 718 442
12 109634615 340 820 360 800 426 734 718 442
12 109634618 338 822 364 796 420 740 716 444
12 109634621 342 818 366 794 436 724 730 430
12 109634627 346 814 366 794 436 724 716 444
12 109634633 346 814 374 786 414 746 724 436
12 109634636 346 814 370 790 434 726 720 440
12 109634642 347 813 363 797 433 727 723 437
12 109634651 347 813 371 789 432 728 720 440
12 109634654 347 813 373 787 419 741 725 435
12 109634672 348 812 378 782 429 731 709 451
12 109634681 346 814 380 780 421 739 739 421
12 132463314 783 377 813 347 774 386 382 778
12 132463323 790 370 814 346 789 371 357 803
12 132463332 787 373 811 349 771 389 343 817
12 132463350 778 382 814 346 801 359 351 809
12 132463359 795 365 823 337 789 371 357 803
12 132463362 796 364 812 348 781 379 353 807
12 132463366 364 796 346 814 499 661 671 489
12 132463368 795 365 821 339 791 369 361 799
12 132463374 790 370 818 342 793 367 369 791
12 132463377 789 371 815 345 791 369 337 823
12 132463378 367 793 347 813 495 665 655 505
12 132463380 797 363 817 343 785 375 359 801
12 132463383 784 376 816 344 791 369 335 825
12 132463386 813 347 819 341 801 359 355 805
12 132463389 804 356 822 338 800 360 364 796
12 132463392 794 366 808 352 791 369 333 827
12 132463393 367 793 343 817 489 671 651 509
12 132463395 804 356 818 342 789 371 359 801
12 132463396 361 799 345 815 515 645 677 483
12 132463398 804 356 816 344 782 378 346 814
12 132463399 362 798 336 824 493 667 663 497
12 132463401 797 363 825 335 797 363 353 807
12 132463402 358 802 344 816 505 655 653 507
12 132463404 811 349 815 345 792 368 336 824
12 132463405 358 802 344 816 488 672 662 498
12 132463407 800 360 822 338 783 377 361 799
12 132463413 808 352 814 346 792 368 342 818
12 132463416 798 362 816 344 787 373 375 785
12 132463417 355 805 343 817 502 658 650 510
12 132463419 809 351 817 343 811 349 349 811
12 132463422 811 349 811 349 800 360 338 822
12 132463423 356 804 344 816 493 667 651 509
12 132463425 820 340 818 342 793 367 367 793
12 132463426 358 802 342 818 494 666 664 496
12 132463428 805 355 807 353 802 358 346 814
12 132463431 823 337 815 345 797 363 355 805
12 132463434 817 343 821 339 827 333 359 801
12 132463437 810 350 812 348 792 368 356 804
12 132463440 819 341 817 343 801 359 347 813
12 132463441 353 807 337 823 490 670 662 498
12 132463443 815 345 817 343 812 348 354 806
12 132463444 351 809 347 813 499 661 653 507
12 132463449 817 343 811 349 827 333 347 813
12 132463450 351 809 343 817 492 668 670 490
12 132463452 811 349 817 343 795 365 365 795
12 132463453 355 805 347 813 491 669 655 505
12 132463455 805 355 807 353 810 350 344 816
12 132463456 351 809 347 813 488 672 650 510
12 132463458 821 339 821 339 795 365 339 821
12 132463459 355 805 347 813 506 654 670 490
12 132463461 818 342 820 340 792 368 344 816
12 132463462 344 816 350 810 504 656 672 488
12 132463464 806 354 810 350 825 335 353 807
12 132463467 816 344 814 346 804 356 356 804
12 132463468 348 812 350 810 499 661 659 501
12 132463470 816 344 816 344 804 356 350 810
12 132463473 808 352 812 348 816 344 356 804
